129.628040,-23.686638,14.000000,129.628040,14.855029,14.000000
140.773874,-23.686638,14.000000,140.773874,14.875862,14.000000
94.419707,-23.686638,14.000000,94.419707,-7.436638,14.000000
162.763457,-25.728304,14.000000,162.763457,-7.686638,14.000000
162.763457,-7.686638,14.000000,162.763457,0.313362,14.000000
177.982207,-25.686638,14.000000,177.982207,-7.186638,14.000000
162.711374,0.542529,14.000000,178.023874,0.542529,14.000000
175.982207,0.542529,14.000000,175.982207,14.938362,14.000000
162.711374,-25.686638,14.000000,177.982207,-25.686638,14.000000
94.419707,-23.686638,14.000000,109.419707,-23.686638,14.000000
140.732207,-23.686638,14.000000,162.763457,-23.686638,14.000000
129.628040,-23.686638,14.000000,140.773874,-23.686638,14.000000
118.419707,-38.624138,14.000000,151.982207,-38.624138,14.000000
118.419707,-38.686638,14.000000,118.419707,-23.686638,14.000000
151.982207,-38.686638,14.000000,151.982207,-23.686638,14.000000
94.419707,-7.436638,14.000000,94.419707,14.855029,14.000000
94.419707,14.855029,14.000000,94.419707,37.125862,14.000000
94.419707,37.125862,14.000000,94.419707,56.730029,14.000000
94.419707,56.730029,14.000000,94.419707,81.875862,14.000000
94.419707,81.875862,14.000000,94.419707,101.146696,14.000000
94.419707,101.146696,14.000000,94.419707,127.542529,14.000000
129.628040,100.959196,14.000000,129.628040,127.542529,14.000000
129.628040,81.875862,14.000000,129.628040,100.959196,14.000000
129.628040,56.730029,14.000000,129.628040,81.875862,14.000000
140.773874,81.875862,14.000000,140.773874,100.959196,14.000000
140.773874,100.959196,14.000000,140.773874,127.542529,14.000000
140.773874,37.459196,14.000000,140.773874,51.375862,14.000000
140.773874,14.875862,14.000000,140.773874,37.459196,14.000000
140.773874,14.855029,14.000000,175.982207,14.855029,14.000000
175.982207,14.938362,14.000000,175.982207,37.355029,14.000000
175.982207,37.355029,14.000000,175.982207,50.355029,14.000000
175.982207,67.521696,14.000000,175.982207,81.938362,14.000000
175.982207,100.959196,14.000000,175.982207,116.209196,14.000000
140.773874,37.125862,14.000000,175.982207,37.125862,14.000000
140.773874,67.209196,14.000000,175.982207,67.209196,14.000000
140.773874,116.209196,14.000000,151.367624,116.209196,14.000000
140.773874,127.865446,14.000000,151.367624,127.865446,14.000000
94.419707,127.865446,14.000000,120.128040,127.865446,14.000000
129.628040,124.078987,14.000000,140.773874,124.078987,14.000000
94.419707,100.959196,14.000000,129.628040,100.959196,14.000000
129.628040,37.125862,14.000000,129.628040,56.730029,14.000000
129.628040,37.125862,14.000000,129.628040,14.855029,14.000000
162.711374,0.542529,14.000000,140.773874,0.542529,14.000000
162.711374,-7.436638,14.000000,140.773874,-7.436638,14.000000
162.711374,-7.436638,14.000000,178.023874,-7.436638,14.000000
94.419707,7.698779,14.000000,129.628040,7.698779,14.000000
129.628040,7.698779,14.000000,140.773874,7.698779,14.000000
140.773874,14.855029,14.000000,129.628040,14.855029,14.000000
140.773874,37.125862,14.000000,129.628040,37.125862,14.000000
129.628040,51.334196,14.000000,140.794707,51.334196,14.000000
140.794707,66.209196,14.000000,129.628040,66.209196,14.000000
129.628040,100.959196,14.000000,140.794707,100.959196,14.000000
